round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
9,Team 03,Engineering Challenger,2,1,1,0,0,256,372.68,116.68,116.68,0.3131,203,158.2,217,217,614,35.34,43.51,0.005,215,372.68,215,157,46,0,626,0.5135,34012.8,12269.82,14232.33,1252.0,48.37,460.0,2520.0,4000.0,1980.0,40737.26,10000.0,0.0,130015.51,90000.0,True,36762.52,-2749.72,34.71,40.9,2.0,8.16,0,561,282,217,282,46,,"Portfolio forecast WAPE was 31.31% against realized demand. Lost 157 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
9,Team 04,Low-Cost Volume,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,605,0.0,37.04,0.0,0,0.0,0,0,0,0,420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,3000.0,0.0,15556.8,0.0,0.0,14263.76,0.0,False,4512.0,-4512.0,0.0,12.22,1.33,0.0,0,420,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,47,6,batch_047,Batch market 047
9,Team 05,Community / Club,3,1,0,0,0,334,473.05,139.05,139.05,0.2939,174,108.31,309,309,552,55.98,32.48,0.0334,296,473.05,365,107,67,103,596,0.6759,39533.12,12439.84,15660.43,1810.0,557.73,670.0,1944.0,1500.0,693.0,32648.66,3500.0,0.0,29509.56,31500.0,True,35275.0,4258.12,29.79,0.0,1.67,27.81,172,522,383,309,383,67,,"Portfolio forecast WAPE was 29.39% against realized demand. Lost 107 sales units across the portfolio. Carried 67 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
9,Team 06,Premium Quality,2,1,0,0,0,184,347.29,163.29,163.29,0.4702,186,173.96,184,184,356,51.69,46.42,0.005,182,347.29,182,164,22,0,201,0.4928,31660.0,9237.58,12017.81,402.0,40.95,220.0,720.0,2500.0,198.0,10680.42,1000.0,0.0,115047.29,9000.0,True,25336.34,6323.66,56.94,20.83,2.0,8.14,0,186,199,184,199,22,,"Portfolio forecast WAPE was 47.02% against realized demand. Lost 164 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
10,Team 01,Premium Quality,1,0,0,1,1,36,211.97,175.97,175.97,0.8302,177,144.9,35,35,345,10.14,50.33,0.0173,34,211.97,34,173,4,0,158,0.1604,4926.6,1660.89,2411.85,316.0,26.44,40.0,576.0,0,1540.0,18452.14,7000.0,0.0,130512.26,70000.0,True,6571.18,-1644.58,24.34,0.0,2.67,0.0,0,160,33,35,33,0,"Launched Team 01 NextGen into slot C, replacing Team 01 NextGen","Launched Team 01 NextGen into slot C, replacing Team 01 NextGen Portfolio forecast WAPE was 83.02% against realized demand. Lost 173 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
10,Team 02,Sponsorship Growth,3,1,0,0,0,219,394.83,175.83,175.83,0.4453,217,142.59,238,195,323,60.37,43.64,0.0256,189,394.83,189,204,13,0,0,0.4634,26950.44,8509.8,11105.35,0.0,217.55,130.0,0.0,750.0,0.0,0.0,0.0,0.0,124218.18,0.0,False,20712.7,6237.74,37.66,0.0,2.0,11.73,0,0,195,195,195,13,,Portfolio forecast WAPE was 44.53% against realized demand. Lost 204 sales units across the portfolio. Carried 13 backlog units into next round.,47,6,batch_047,Batch market 047
10,Team 03,Engineering Challenger,3,0,0,1,0,256,489.81,233.81,233.81,0.4773,320,158.2,217,217,649,33.44,44.39,0.0051,215,489.81,215,274,46,0,691,0.4013,34012.8,12517.98,14497.84,1382.0,48.37,460.0,2520.0,0,2200.0,45673.49,10000.0,0.0,140402.12,100000.0,True,33626.19,386.61,32.32,24.01,2.67,21.43,0,626,282,217,282,46,Launched Team 03 NextGen into slot C,"Launched Team 03 NextGen into slot C Portfolio forecast WAPE was 47.73% against realized demand. Lost 274 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
10,Team 04,Low-Cost Volume,1,0,0,1,0,0,216.11,216.11,216.11,1.0,216,0.0,0,0,626,0.0,37.79,0.0483,0,216.11,0,216,0,0,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,0,0.0,15871.8,0.0,0.0,12751.76,0.0,False,1512.0,-1512.0,0.0,0.0,1.67,0.0,0,420,0,0,0,0,Launched Team 04 NextGen into slot C,Launched Team 04 NextGen into slot C Portfolio forecast WAPE was 100.00% against realized demand. Lost 216 sales units across the portfolio.,47,6,batch_047,Batch market 047
10,Team 05,Community / Club,3,1,0,0,0,334,389.36,55.36,82.58,0.2121,141,109.14,309,309,579,53.37,33.14,0.0334,296,389.36,314,74,67,85,670,0.6881,34268.96,12692.62,15965.18,1850.0,475.93,670.0,1944.0,1500.0,770.0,34662.42,3500.0,0.0,31410.79,35000.0,True,35867.73,-1598.77,16.35,0.0,1.67,22.92,103,596,383,309,383,67,,"Portfolio forecast WAPE was 21.21% against realized demand. Lost 74 sales units across the portfolio. Carried 67 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
10,Team 06,Premium Quality,2,1,0,0,0,184,279.92,95.92,95.92,0.3427,119,173.96,184,184,366,50.27,47.37,0.005,182,279.92,182,97,22,0,216,0.6028,31660.0,9426.63,12237.64,432.0,40.95,220.0,720.0,2500.0,220.0,11731.92,1000.0,0.0,121910.07,10000.0,True,25797.22,5862.78,54.7,11.5,2.0,6.53,0,201,199,184,199,22,,"Portfolio forecast WAPE was 34.27% against realized demand. Lost 97 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
1,Team 01,Engineering Challenger,2,1,0,0,0,278,142.52,-135.48,135.48,0.9506,0,160.79,236,236,334,70.66,43.65,0.008,233,142.52,142,0,0,91,54,0.9964,22831.68,13400.55,15380.48,654.0,48.22,0.0,2520.0,4000.0,220.0,13759.86,10000.0,0.0,23752.43,10000.0,True,36223.25,-13391.57,-42.24,62.02,2.0,0.0,0,290,0,236,307,0,,"Portfolio forecast WAPE was 95.06% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
1,Team 02,Low-Cost Volume,3,1,0,0,0,355,184.93,-170.07,170.07,0.9196,0,111.42,363,363,437,83.07,37.16,0.0391,347,184.93,183,0,0,164,57,0.9896,20389.32,13489.08,16409.13,1098.0,333.0,0.0,1512.0,3000.0,0.0,15625.85,0.0,0.0,13780.11,0.0,False,35841.21,-15451.89,-53.78,48.23,1.33,8.59,0,420,0,363,363,0,,Portfolio forecast WAPE was 91.96% against realized demand.,48,6,batch_048,Batch market 048
1,Team 03,Community / Club,3,1,0,0,0,362,195.0,-167.0,167.0,0.8564,0,114.13,335,300,336,89.29,32.59,0.0353,288,195.0,193,0,0,95,0,0.9897,22026.4,13524.85,15299.04,570.0,305.57,0.0,1944.0,1500.0,77.0,8465.75,3500.0,0.0,15345.94,3500.0,False,33220.46,-11194.06,-36.8,60.78,1.67,9.45,0,300,0,300,415,0,,"Portfolio forecast WAPE was 85.64% against realized demand. Used $3,500.00 of planned borrowing.",48,6,batch_048,Batch market 048
1,Team 04,Premium Quality,2,1,0,0,0,200,142.25,-57.75,57.75,0.406,0,175.0,200,200,276,72.46,46.57,0.0063,198,142.25,142,0,0,56,60,0.9982,24850.0,10059.12,13046.9,456.0,40.42,0.0,720.0,2500.0,22.0,9205.25,1000.0,0.0,24589.56,1000.0,False,26844.44,-1994.44,12.0,71.04,2.0,0.0,0,260,0,200,216,0,,"Portfolio forecast WAPE was 40.60% against realized demand. Used $1,000.00 of planned borrowing.",48,6,batch_048,Batch market 048
1,Team 05,Sponsorship Growth,3,1,0,0,0,283,206.0,-77.0,77.0,0.3738,0,151.06,278,278,336,82.74,45.86,0.0241,270,206.0,204,0,0,66,42,0.9903,30815.4,12107.04,16523.78,480.0,222.77,0.0,720.0,9000.0,154.0,9925.79,7000.0,0.0,27791.81,7000.0,False,39207.59,-8392.19,9.62,64.39,2.0,0.0,0,320,0,278,264,0,,"Portfolio forecast WAPE was 37.38% against realized demand. Used $7,000.00 of planned borrowing.",48,6,batch_048,Batch market 048
1,Team 06,Engineering Challenger,2,1,0,0,0,151,142.3,-8.7,25.12,0.1765,3,170.73,164,164,293,55.97,44.04,0.0064,162,142.3,139,0,3,23,126,0.9768,23731.32,5901.36,9700.6,390.0,39.11,30.0,0.0,750.0,0.0,7922.41,0.0,0.0,34064.25,0.0,False,16811.07,6920.25,58.2,62.55,2.0,0.0,0,290,0,164,134,0,,Portfolio forecast WAPE was 17.65% against realized demand. Carried 3 backlog units into next round.,48,6,batch_048,Batch market 048
2,Team 01,Engineering Challenger,2,1,0,0,0,278,173.5,-104.5,104.5,0.6023,0,160.04,236,236,369,63.96,44.53,0.0058,234,173.5,172,0,0,153,125,0.9914,27526.08,13670.71,15666.86,1168.0,44.03,0.0,2520.0,4000.0,440.0,25536.24,10000.0,0.0,23768.91,20000.0,True,37509.6,-9983.52,-10.79,66.29,2.0,0.0,91,54,307,236,307,0,,"Portfolio forecast WAPE was 60.23% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
2,Team 02,Low-Cost Volume,3,1,0,0,0,355,221.51,-133.49,133.49,0.6026,0,111.95,363,363,458,79.26,37.91,0.0382,348,221.51,220,0,0,292,57,0.9932,24629.4,13761.33,16712.16,1866.0,386.86,0.0,1512.0,3000.0,0.0,26673.98,0.0,0.0,1171.16,0.0,True,37238.35,-12608.95,-28.32,47.9,1.33,10.0,164,57,363,363,363,0,,Portfolio forecast WAPE was 60.26% against realized demand. Liquidity stress flagged this round.,48,6,batch_048,Batch market 048
2,Team 03,Community / Club,3,1,0,0,0,362,213.69,-148.31,148.31,0.694,118,101.97,335,0,363,0.0,33.25,0.0997,0,213.69,95,46,72,0,0,0.4446,9687.04,13798.75,0.0,0.0,148.54,720.0,1944.0,1500.0,154.0,1050.0,3500.0,0.0,10267.69,7000.0,True,18265.29,-8578.25,-44.84,36.23,1.67,18.08,95,0,0,0,415,0,,"Portfolio forecast WAPE was 69.40% against realized demand. Lost 46 sales units across the portfolio. Carried 72 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
2,Team 04,Premium Quality,2,1,0,0,0,200,173.42,-26.58,26.58,0.1533,0,175.66,200,200,286,69.93,47.52,0.005,198,173.42,172,0,0,82,76,0.9918,30214.0,10264.32,13284.9,644.0,38.7,0.0,720.0,2500.0,44.0,13254.97,1000.0,0.0,28307.64,2000.0,True,27495.92,2718.08,38.52,75.42,2.0,0.0,56,60,216,200,216,0,,"Portfolio forecast WAPE was 15.33% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
2,Team 05,Sponsorship Growth,3,1,0,0,0,283,236.63,-46.37,71.81,0.3035,15,152.02,278,278,346,80.35,46.79,0.0219,271,236.63,220,0,15,117,28,0.9297,33444.6,12352.56,16832.05,758.0,220.81,150.0,720.0,9000.0,308.0,15968.54,7000.0,0.0,27894.99,14000.0,True,40341.42,-6896.82,18.36,64.99,2.0,5.03,66,42,264,278,264,0,,"Portfolio forecast WAPE was 30.35% against realized demand. Carried 15 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
2,Team 06,Engineering Challenger,2,1,0,0,0,151,173.25,22.25,22.25,0.1284,19,168.69,164,164,293,55.97,44.93,0.005,162,173.25,156,10,9,29,96,0.8851,26314.98,6020.62,9878.62,366.0,35.11,90.0,0.0,750.0,0.0,7363.08,0.0,0.0,43238.88,0.0,False,17140.35,9174.63,66.54,64.45,2.0,0.0,23,126,134,164,134,3,,Portfolio forecast WAPE was 12.84% against realized demand. Lost 10 sales units across the portfolio. Carried 9 backlog units into next round.,48,6,batch_048,Batch market 048
3,Team 01,Engineering Challenger,2,1,0,0,0,278,197.25,-80.75,80.75,0.4094,0,157.78,236,236,404,58.42,45.42,0.0058,234,197.25,196,0,0,191,196,0.9937,30925.44,13943.94,15953.24,1538.0,50.92,0.0,2520.0,4000.0,660.0,34988.85,10000.0,0.0,26028.25,30000.0,True,38666.1,-7740.66,4.99,70.59,2.0,6.54,153,125,307,236,307,0,,"Portfolio forecast WAPE was 40.94% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
3,Team 02,Low-Cost Volume,3,1,0,0,0,355,254.92,-100.08,136.72,0.5363,4,112.92,363,363,479,75.78,38.67,0.0374,348,254.92,250,0,4,390,57,0.9807,28229.04,14037.21,17017.35,2454.0,431.72,40.0,1512.0,3000.0,0.0,36932.41,0.0,9092.08,0.0,9092.08,True,38492.28,-10263.24,-13.03,47.38,1.33,11.25,292,57,363,363,363,0,,"Portfolio forecast WAPE was 53.63% against realized demand. Carried 4 backlog units into next round. Auto-borrowed $9,092.08 to cover a cash shortfall. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
3,Team 03,Community / Club,3,1,0,0,0,362,254.42,-107.58,151.32,0.5948,85,112.65,335,335,390,85.9,33.91,0.0335,322,254.42,239,13,72,83,80,0.7322,26924.48,14072.65,17549.36,658.0,356.28,720.0,1944.0,1500.0,231.0,11450.38,3500.0,0.0,3660.88,10500.0,True,37031.29,-10106.81,-21.15,30.21,1.67,20.72,0,0,415,335,415,72,,"Portfolio forecast WAPE was 59.48% against realized demand. Lost 13 sales units across the portfolio. Carried 72 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
3,Team 04,Premium Quality,2,1,0,0,0,200,197.03,-2.97,46.31,0.235,0,178.49,200,200,296,67.57,48.46,0.005,198,197.03,196,0,0,84,92,0.9948,34984.0,10467.36,13522.9,688.0,44.1,0.0,720.0,2500.0,66.0,14658.58,1000.0,0.0,36283.28,3000.0,True,28008.36,6975.64,55.87,79.84,2.0,7.5,82,76,216,200,216,0,,"Portfolio forecast WAPE was 23.50% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
3,Team 05,Sponsorship Growth,3,1,1,0,0,283,272.42,-10.58,33.92,0.1245,28,149.8,278,278,356,78.09,47.72,0.0213,271,272.42,257,0,28,131,14,0.8942,38499.3,12598.08,17140.32,814.0,248.4,280.0,720.0,9000.0,462.0,18146.31,7000.0,0.0,32131.49,21000.0,True,41262.8,-2763.5,33.12,64.9,2.0,11.14,117,28,264,278,264,15,,"Portfolio forecast WAPE was 12.45% against realized demand. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
3,Team 06,Engineering Challenger,2,1,0,0,0,151,195.96,44.96,44.96,0.2294,23,166.46,164,164,293,55.97,45.82,0.005,162,195.96,180,14,9,11,66,0.8782,29962.5,6139.88,10056.48,198.0,40.51,90.0,0.0,750.0,0.0,4202.66,0.0,0.0,55926.51,0.0,False,17274.87,12687.63,76.25,66.04,2.0,6.62,29,96,134,164,134,9,,Portfolio forecast WAPE was 22.94% against realized demand. Lost 14 sales units across the portfolio. Carried 9 backlog units into next round.,48,6,batch_048,Batch market 048
4,Team 01,Engineering Challenger,2,1,0,0,0,278,222.85,-55.15,55.15,0.2475,0,159.23,236,236,439,53.76,46.3,0.005,234,222.85,222,0,0,203,267,0.9962,35350.08,14214.1,16239.62,1752.0,49.96,0.0,2520.0,4000.0,880.0,41729.83,10000.0,0.0,31722.65,40000.0,True,39655.68,-4305.6,21.83,75.03,2.0,4.69,191,196,307,236,307,0,,"Portfolio forecast WAPE was 24.75% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
4,Team 02,Low-Cost Volume,3,1,0,0,1,345,275.88,-69.12,116.5,0.4223,29,110.58,352,352,500,70.4,39.42,0.037,337,275.88,249,1,28,228,68,0.8897,39440.52,13875.84,16818.57,1504.0,412.75,280.0,1512.0,3000.0,200.03,23925.98,0.0,0.0,1837.33,9092.08,True,37603.19,1837.33,-14.35,44.89,1.33,9.07,390,57,363,352,352,4,,"Portfolio forecast WAPE was 42.23% against realized demand. Lost 1 sales units across the portfolio. Carried 28 backlog units into next round. Generated $11,907.00 from retirement liquidation. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
4,Team 03,Community / Club,3,1,0,0,0,353,275.22,-77.78,122.9,0.4466,104,113.03,326,326,417,78.18,34.57,0.0312,314,275.22,242,33,71,155,169,0.697,27352.16,13966.28,17449.35,1268.0,330.67,710.0,1944.0,1500.0,308.0,22041.64,3500.0,2963.26,0.0,16963.26,True,37476.3,-10124.14,-18.16,22.85,1.67,15.04,83,80,415,326,404,72,,"Portfolio forecast WAPE was 44.66% against realized demand. Lost 33 sales units across the portfolio. Carried 71 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $2,963.26 to cover a cash shortfall. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
4,Team 04,Premium Quality,2,1,0,0,0,200,222.4,22.4,27.7,0.1246,20,174.81,200,200,306,65.36,49.41,0.005,198,222.4,202,0,20,80,108,0.9083,35312.0,10672.56,13761.85,696.0,45.45,200.0,720.0,2500.0,88.0,15393.82,1000.0,0.0,43911.42,4000.0,True,28683.86,6628.14,53.62,82.33,2.0,5.53,84,92,216,200,216,0,,"Portfolio forecast WAPE was 12.46% against realized demand. Carried 20 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
4,Team 05,Sponsorship Growth,3,0,0,1,1,283,334.62,51.62,59.22,0.177,91,147.19,278,278,366,75.96,48.65,0.0232,270,334.62,270,63,28,51,0,0.7446,43673.7,12843.6,17448.37,306.0,280.85,280.0,720.0,0,616.0,9882.11,7000.0,0.0,50310.37,28000.0,True,32494.82,11178.88,33.96,58.52,2.33,14.43,51,14,264,278,264,28,"Launched Team 05 NextGen into slot C, replacing Court Wave","Launched Team 05 NextGen into slot C, replacing Court Wave Portfolio forecast WAPE was 17.70% against realized demand. Lost 63 sales units across the portfolio. Carried 28 backlog units into next round. Generated $3,931.20 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
4,Team 06,Engineering Challenger,2,1,0,0,0,151,220.03,69.03,69.03,0.3137,55,167.04,164,164,293,55.97,46.72,0.005,162,220.03,173,46,9,0,36,0.7554,28898.64,6260.48,10235.24,72.0,38.93,90.0,0.0,750.0,0.0,1681.92,0.0,0.0,67378.5,0.0,False,17446.65,11451.99,71.47,62.83,2.0,4.73,11,66,134,164,134,9,,Portfolio forecast WAPE was 31.37% against realized demand. Lost 46 sales units across the portfolio. Carried 9 backlog units into next round.,48,6,batch_048,Batch market 048
5,Team 01,Engineering Challenger,2,1,0,0,0,278,269.45,-8.55,17.21,0.0639,0,159.15,236,236,474,49.79,47.19,0.005,234,269.45,269,0,0,168,338,0.9983,42812.16,14487.33,16524.94,1684.0,60.53,0.0,2520.0,4000.0,1100.0,43141.66,10000.0,0.0,44158.01,50000.0,True,40376.8,2435.36,43.64,79.5,2.0,5.67,203,267,307,236,307,0,,"Portfolio forecast WAPE was 6.39% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
5,Team 02,Low-Cost Volume,2,1,0,0,0,229,242.08,13.08,73.08,0.3019,73,111.21,234,234,521,44.91,40.17,0.0365,224,242.08,196,55,18,256,186,0.7257,21797.64,9399.78,11382.39,1908.0,321.63,180.0,1512.0,3000.0,200.03,32211.81,0.0,4268.86,0.0,13360.94,True,27903.83,-6106.19,3.54,35.73,1.33,2.42,228,68,352,234,234,28,,"Portfolio forecast WAPE was 30.19% against realized demand. Lost 55 sales units across the portfolio. Carried 18 backlog units into next round. Auto-borrowed $4,268.86 to cover a cash shortfall. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
5,Team 03,Community / Club,3,1,0,0,0,341,302.47,-38.53,122.03,0.4034,122,111.84,315,315,444,70.95,35.23,0.0325,302,302.47,249,54,68,208,269,0.6667,27848.48,13774.93,17230.14,1786.0,356.88,680.0,1944.0,1500.0,450.19,32207.61,3500.0,6373.66,0.0,26836.92,True,37722.14,-9873.66,-14.11,13.91,1.67,16.06,155,169,415,315,391,71,,"Portfolio forecast WAPE was 40.34% against realized demand. Lost 54 sales units across the portfolio. Carried 68 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $6,373.66 to cover a cash shortfall. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
5,Team 04,Premium Quality,2,1,0,0,0,200,267.78,67.78,67.78,0.2531,70,172.46,200,200,316,63.29,50.35,0.005,198,267.78,217,46,24,61,124,0.754,37424.0,10875.6,13998.8,614.0,48.83,240.0,720.0,2500.0,110.0,14334.38,1000.0,0.0,53228.19,5000.0,True,29107.23,8316.77,57.61,78.96,2.0,6.66,80,108,216,200,216,20,,"Portfolio forecast WAPE was 25.31% against realized demand. Lost 46 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
5,Team 05,Sponsorship Growth,3,1,0,0,0,283,387.23,104.23,104.23,0.2692,132,147.6,278,264,376,70.21,49.58,0.0197,257,387.23,282,104,28,26,0,0.6791,41624.1,13089.12,16909.24,156.0,244.76,280.0,720.0,0.0,770.0,8204.38,7000.0,0.0,66765.35,35000.0,True,32169.12,9454.98,40.36,50.0,2.33,15.54,51,0,264,264,264,28,,"Portfolio forecast WAPE was 26.92% against realized demand. Lost 104 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
5,Team 06,Engineering Challenger,2,1,0,0,0,151,262.0,111.0,111.0,0.4237,108,168.07,164,164,293,55.97,47.61,0.005,162,262.0,162,99,9,0,6,0.5978,27226.86,6379.74,10413.1,12.0,36.45,90.0,0.0,750.0,0.0,285.66,0.0,0.0,76924.07,0.0,False,17681.29,9545.57,64.18,53.59,2.0,5.63,0,36,134,164,134,9,,Portfolio forecast WAPE was 42.37% against realized demand. Lost 99 sales units across the portfolio. Carried 9 backlog units into next round.,48,6,batch_048,Batch market 048
6,Team 01,Engineering Challenger,2,1,1,0,0,269,293.85,24.85,24.85,0.0846,0,157.72,228,228,509,44.79,48.07,0.005,226,293.85,293,0,0,101,417,0.9971,46211.52,14228.72,16295.58,1440.0,65.92,0.0,2520.0,4000.0,1320.0,41118.92,10000.0,0.0,60499.31,60000.0,True,39870.22,6341.3,53.32,83.96,2.0,5.64,168,338,307,228,296,0,,"Portfolio forecast WAPE was 8.46% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",48,6,batch_048,Batch market 048
